809
0.977920,-12.138893,-2.001410
5.672882,-13.061759,-2.001625
3.466495,-10.112489,-2.014352
5.923583,-10.651298,-2.002383
6.600061,-10.353251,-2.018121
9.766273,-10.458398,-2.011051
13.319677,-10.759159,-2.002322
15.083544,-10.002329,-2.116498
19.450743,-10.200243,-2.049122
-8.020362,-8.004955,-2.134989
-7.165511,-8.085505,-2.076863
-4.991796,-8.301763,-2.081895
-3.047722,-8.486999,-2.141429
-0.945914,-8.457376,-2.119828
0.931846,-8.554152,-2.144017
3.068563,-8.820716,-2.123344
5.015561,-8.983478,-2.114397
7.155493,-9.046511,-2.123827
9.211490,-9.097674,-2.130579
11.309021,-9.596692,-2.101489
12.339981,-8.662006,-2.106018
15.216817,-9.206109,-2.081609
19.593365,-9.339385,-2.025219
-28.571175,-6.426541,-2.047864
-20.897057,-6.618322,-2.045323
-16.277992,-6.677965,-2.058070
-15.709989,-7.311748,-2.026412
-12.961226,-6.945863,-2.068310
-10.614247,-6.964373,-2.088090
-8.793384,-7.132770,-2.083432
-6.746695,-6.839145,-2.089247
-4.882171,-6.924564,-2.098141
-2.914230,-6.882875,-2.108728
-0.965068,-6.757277,-2.109140
0.965447,-6.763289,-2.106692
2.916442,-6.871605,-2.105770
4.889282,-6.918246,-2.097936
6.772021,-6.904944,-2.087415
8.558498,-6.941668,-2.079473
10.456500,-7.007578,-2.070469
12.780133,-7.017215,-2.050653
15.750259,-7.245606,-2.028053
-20.910805,-5.381109,-2.014588
-16.450033,-5.211935,-2.018583
-13.542441,-4.993696,-2.030171
-11.348963,-5.007830,-2.040335
-9.037028,-4.873831,-2.040925
-6.908473,-4.959671,-2.044334
-4.893723,-4.923805,-2.047750
-2.916343,-4.848646,-2.057527
-0.960000,-4.795992,-2.056143
0.962613,-4.803941,-2.054690
2.911958,-4.844293,-2.052731
4.894638,-4.917513,-2.044093
6.916648,-4.968976,-2.036868
8.855043,-4.927420,-2.020130
10.978580,-5.497525,-2.017820
13.062266,-5.757231,-2.006269
-13.689873,-3.924664,-2.001495
-10.655711,-3.317904,-2.007097
-8.752938,-3.059424,-2.008335
-6.916035,-3.021185,-2.009361
-4.876666,-2.928700,-2.019310
-3.029379,-3.011192,-2.026842
-1.099979,-3.497424,-2.029536
1.095279,-3.506761,-2.028557
3.026985,-3.020628,-2.028219
4.866136,-2.927855,-2.025331
6.879964,-2.971760,-2.014254
8.663307,-2.821318,-2.005862
-6.223109,-0.314645,-3.364093
-4.743212,-1.546517,-2.007557
-3.465473,-1.679464,-2.016099
3.536538,-1.169936,-2.019488
4.870646,-0.954237,-2.016611
6.862450,-1.026771,-2.008071
8.730502,-1.622209,-2.007312
-6.237602,0.419732,-3.330692
-4.194329,1.361374,-2.001801
-3.859846,1.430879,-2.002566
3.631185,0.829806,-2.019394
4.865254,0.703422,-2.018032
6.927291,0.735842,-2.010835
8.684839,1.013667,-2.009971
10.604398,1.131808,-2.009363
12.132246,1.118012,-2.001702
-12.499289,-22.002728,-0.587512
-12.547777,-21.945173,-0.586908
-0.335626,-18.061720,-0.419437
1.005898,-18.160620,-0.422495
2.989290,-18.233860,-0.429182
4.948259,-18.212360,-0.438354
6.959506,-18.402882,-0.456977
8.956980,-18.447908,-0.476270
10.995735,-18.453089,-0.498866
12.971588,-18.459352,-0.523902
14.933638,-18.503502,-0.552157
16.928570,-18.567297,-0.583435
18.882259,-18.628090,-0.615890
21.036892,-18.605497,-0.652111
22.298769,-18.040272,-0.665929
-10.134714,-17.258141,-0.464665
-8.971342,-17.251625,-0.477843
-6.920486,-16.790661,-0.617940
-4.993414,-16.950357,-0.616162
-2.993697,-17.151377,-0.609525
-1.130463,-17.256021,-0.643522
0.988944,-16.972626,-0.793288
2.980628,-16.952654,-0.803145
4.960842,-16.899345,-0.821732
6.982867,-16.915762,-0.853805
8.967446,-16.827026,-0.889546
10.982444,-16.454107,-0.922944
12.127830,-16.059155,-0.938470
21.630268,-17.949188,-0.652579
23.177383,-17.630840,-0.676218
25.088802,-16.796646,-0.701042
26.653831,-16.320745,-0.725655
-16.285378,-14.095854,-1.004463
-14.848803,-14.547921,-0.969799
-12.885996,-15.187839,-0.929141
-10.915780,-15.539170,-0.885918
-9.002106,-15.840266,-0.849978
-6.305849,-14.134086,-1.082374
-4.995827,-14.587333,-1.079005
